RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5369,15745326,Carandini,538,France,Female,62,3,75051.4921875,1,False,False,17682.01953125,True
408,15745354,Franklin,611,Spain,Female,37,4,0.0,2,True,False,125696.2578125,False
3650,15745355,Golibe,597,France,Male,41,4,153198.234375,1,True,True,92090.359375,False
7161,15745375,Nnanna,640,Germany,Male,23,3,72012.7578125,1,True,False,161333.125,False
6405,15745399,Marino,649,Spain,Female,49,2,0.0,1,True,False,84863.8515625,True
520,15745417,Knipe,707,France,Male,58,6,89685.921875,1,False,True,126471.1328125,False
9816,15745431,Chinonyelum,604,France,Male,34,7,0.0,2,True,True,188078.546875,False
7888,15745433,Conti,716,Germany,Female,30,2,205770.78125,2,False,False,65464.66015625,False
4806,15745452,Sun,651,Germany,Male,41,1,90218.109375,1,True,False,174337.6875,False
5997,15745455,Navarrete,638,Germany,Male,62,4,108716.59375,2,True,True,74241.09375,False
991,15745527,Burke,655,France,Male,37,5,93147.0,2,True,False,66214.1328125,False
5256,15745533,Sargent,799,France,Female,63,1,110314.2109375,2,True,False,37464.0,True
2007,15745543,Hughes,687,France,Male,39,7,0.0,2,True,False,26848.25,False
3441,15745605,Trevisan,722,France,Female,47,2,88011.3984375,1,True,True,90655.9375,True
674,15745621,Wertheim,640,Spain,Female,32,6,118879.3515625,2,True,True,19131.7109375,False
5907,15745623,Worsnop,788,France,Male,32,4,112079.578125,1,False,False,89368.59375,False
5403,15745624,McKenzie,828,France,Male,37,4,0.0,2,True,False,94845.453125,False
8281,15745716,McGregor,706,Spain,Male,53,7,0.0,2,False,True,117939.171875,False
9666,15745794,Cocci,547,France,Male,30,6,0.0,2,True,True,18471.859375,False
7250,15745804,Law,628,France,Male,25,7,0.0,2,True,True,195977.75,False
6264,15745826,Dawson,445,France,Male,37,3,0.0,2,True,True,180012.390625,False
1633,15745827,Padovesi,617,France,Male,30,3,132005.765625,1,True,False,142940.390625,False
1369,15745843,Kinlaw,689,Spain,Female,31,4,0.0,2,True,True,136610.015625,False
341,15745844,Kerr,642,Germany,Female,40,6,129502.4921875,2,False,True,86099.2265625,True
6325,15746012,Chibugo,729,Spain,Female,28,0,0.0,2,True,True,31165.060546875,True
5431,15746028,Chu,714,France,Female,24,7,0.0,2,True,False,166335.0,False
8744,15746035,Pagnotto,450,Spain,Male,25,9,74237.203125,2,False,True,195463.34375,False
5995,15746065,Lo Duca,580,Germany,Male,35,10,136281.40625,2,True,True,24799.470703125,False
3311,15746076,Saunders,506,Spain,Male,50,3,0.0,2,True,False,12016.7900390625,False
4582,15746127,Hort,572,France,Female,47,2,0.0,2,True,False,36099.69921875,False
2911,15746139,Enemuo,596,France,Male,33,2,139451.671875,1,False,False,63142.12109375,False
6762,15746183,Pye,573,France,Female,27,4,0.0,2,True,True,157549.59375,False
2031,15746190,Payton,624,Spain,Female,28,2,0.0,2,False,True,104353.2578125,False
6628,15746199,Eluemuno,558,France,Female,41,6,0.0,1,True,True,143585.296875,True
3167,15746203,Hsia,555,Germany,Male,62,4,119817.328125,1,False,True,43507.1015625,True
7423,15746258,Wright,622,France,Male,29,7,101486.9609375,1,True,True,8788.349609375,False
1358,15746326,Fields,591,France,Male,43,3,0.0,2,False,True,198926.359375,False
6685,15746333,Blake,562,France,Female,57,3,0.0,3,True,False,6554.97021484375,True
8682,15746338,Onyekachukwu,565,France,Female,40,2,0.0,2,True,True,129956.1328125,False
3871,15746341,Ejikemeifeuwa,630,France,Male,40,8,0.0,2,True,True,42495.80859375,False
1103,15746410,Thompson,432,Spain,Male,38,7,0.0,2,True,False,150580.875,False
3044,15746422,Muir,636,France,Female,38,1,0.0,1,True,False,45015.37890625,False
1793,15746451,Barry,686,Spain,Male,41,7,102749.71875,1,False,True,194913.859375,False
4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,True,False,104982.390625,False
912,15746490,Wollstonecraft,648,Spain,Female,53,6,111201.40625,1,True,True,121542.2890625,False
8254,15746515,Greece,750,France,Male,36,7,136492.921875,3,True,True,26500.2890625,True
4243,15746553,Castles,526,Germany,Male,50,5,124233.2421875,1,False,True,159456.875,True
2612,15746564,O'Sullivan,566,France,Male,42,3,108010.78125,1,True,True,157486.09375,False
9899,15746569,Tsui,589,France,Male,38,4,0.0,1,True,False,95483.4765625,True
2115,15746594,Wu,732,Spain,Male,33,8,0.0,1,True,False,119882.703125,False
5636,15746662,Maduabuchim,568,Spain,Female,27,1,116320.6796875,1,False,True,45563.94140625,False
5255,15746664,Ts'ui,463,Spain,Male,20,8,204223.03125,1,True,False,128268.390625,False
7854,15746674,Miller,730,France,Female,47,7,0.0,1,True,False,33373.26171875,True
8915,15746695,Wunder,429,France,Female,39,6,48023.828125,1,True,False,74870.9921875,False
9843,15746704,Jibunoh,638,Spain,Male,30,9,136808.53125,2,True,True,106642.96875,False
2348,15746708,Ritchie,589,Germany,Male,55,7,119961.4765625,1,True,False,65156.828125,True
310,15746726,Doyle,438,Germany,Male,31,8,78398.6875,1,True,False,44937.01171875,False
2975,15746737,Eames,565,Germany,Male,59,9,69129.59375,1,True,True,170705.53125,False
1682,15746749,Fleming,681,Spain,Female,32,3,0.0,2,True,True,59679.8984375,False
3811,15746802,Onio,477,France,Female,30,6,131286.453125,1,True,False,194144.453125,False
5510,15746805,Thomson,597,France,Male,33,9,0.0,2,True,False,49374.8203125,False
516,15746902,Belstead,793,Spain,Male,38,9,0.0,2,True,False,88225.0234375,False
1720,15746970,Townsend,760,Spain,Female,57,1,0.0,2,True,True,25101.169921875,False
6179,15746986,Howe,850,Germany,Female,40,4,97990.4921875,2,False,False,106691.0234375,False
7252,15746995,Greco,724,Germany,Male,31,9,138166.296875,1,True,False,12920.4296875,False
6192,15747000,Shih,592,France,Male,27,3,0.0,2,True,True,19645.650390625,False
5416,15747014,Pisani,850,France,Female,28,1,105245.34375,1,False,True,74780.1328125,False
3198,15747043,Giles,599,Spain,Male,36,4,0.0,2,False,False,13210.5595703125,False
3213,15747097,Hs?,611,France,Male,35,10,0.0,1,True,True,23598.23046875,True
9876,15747130,Tsao,521,France,Male,39,7,0.0,2,False,True,653.5800170898438,False
4196,15747168,Sanders,626,Germany,Female,47,2,103108.796875,1,False,True,166475.4375,True
2172,15747174,Hao,526,Germany,Male,58,9,190298.890625,2,True,True,191263.765625,False
3602,15747208,Watt,608,France,Male,50,6,0.0,1,True,False,93568.7734375,True
1843,15747222,Bentley,745,Spain,Female,35,8,0.0,2,True,True,116581.1015625,False
2768,15747265,Huang,598,Germany,Female,27,10,171283.90625,1,True,True,84136.1171875,False
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19140625,1,False,True,150659.34375,True
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.46875,1,True,False,157358.4375,True
3701,15747345,Bergamaschi,678,France,Female,22,6,118064.9296875,2,True,True,195424.015625,False
348,15747358,Russell,643,Germany,Male,59,3,170331.375,1,True,True,32171.7890625,False
5655,15747458,Folliero,677,Spain,Female,43,3,133214.875,2,True,True,95936.84375,False
2790,15747503,Hayward,705,Spain,Male,44,0,184552.125,1,True,False,68860.296875,True
6572,15747534,Torkelson,595,France,Male,46,10,0.0,1,True,False,73489.1484375,True
801,15747542,Perez,605,France,Male,52,7,0.0,2,True,True,173952.5,False
8482,15747558,Bryant,729,Spain,Female,38,10,0.0,2,True,False,189727.125,False
1263,15747591,Chung,665,Spain,Female,40,1,173432.546875,1,False,True,116766.7890625,False
8203,15747647,Iadanza,589,Spain,Female,27,4,0.0,2,True,False,144181.484375,False
3615,15747649,Summerville,558,Germany,Female,36,0,126606.6328125,2,True,True,172363.515625,False
1544,15747677,Gordon,656,Spain,Male,69,6,163975.09375,1,True,True,36108.5,False
2398,15747724,Briggs,671,Spain,Female,34,10,0.0,1,True,False,23235.380859375,False
7259,15747757,Trevascus,600,Germany,Female,58,8,118723.109375,1,False,False,6209.509765625,True
9160,15747762,Chigozie,609,France,Male,32,7,118520.40625,1,False,False,3815.47998046875,False
8623,15747772,Cunningham,706,Germany,Male,36,9,58571.1796875,2,True,False,40774.01171875,False
402,15747795,Pai,593,Germany,Female,38,4,129499.421875,1,True,True,154071.265625,False
820,15747807,Gallagher,720,France,Female,43,6,137824.03125,2,True,False,172557.765625,False
4174,15747808,Ni,712,France,Male,29,3,102540.609375,1,True,True,189680.796875,False
6946,15747821,K?,554,Germany,Female,31,6,135470.90625,1,True,False,107074.8125,False
3774,15747854,Rudd,749,France,Female,35,3,0.0,3,True,True,132649.84375,False
685,15747867,Trevisani,583,France,Male,24,9,135125.28125,1,False,False,89801.8984375,False
3360,15747878,Aiken,739,Spain,Male,60,4,0.0,1,True,True,51637.671875,False
9973,15747927,Ch'in,758,France,Male,26,4,155739.765625,1,True,False,171552.015625,False
457,15747960,Eluemuno,733,France,Male,33,3,0.0,1,True,True,7666.72998046875,False
9152,15747974,Sabbatini,614,France,Male,49,1,0.0,2,True,False,192440.546875,False
2061,15747980,Cattaneo,737,Spain,Male,38,6,146282.796875,2,True,False,198516.203125,False
3537,15748034,Drakeford,534,France,Male,29,7,174851.90625,1,True,True,79178.3125,False
4117,15748068,Boyle,571,Spain,Female,31,3,0.0,2,True,True,194667.921875,False
5145,15748069,Clunie,485,France,Female,25,3,134467.265625,1,True,True,113266.09375,False
2325,15748116,Zetticci,681,France,Female,29,2,148143.84375,1,True,True,52021.390625,False
2498,15748123,Chienezie,613,France,Male,20,3,0.0,2,True,True,149613.765625,False
6522,15748231,Hargreaves,700,Germany,Male,35,4,95853.390625,2,True,False,192933.375,False
4334,15748327,Anderson,724,Germany,Male,34,6,118235.703125,2,False,False,157137.234375,False
8214,15748352,Endrizzi,598,Spain,Male,34,0,104488.171875,1,False,True,43249.671875,False
6981,15748360,Cocci,644,Germany,Female,34,10,122196.9921875,2,True,True,182099.703125,False
1993,15748381,Gorbunov,613,France,Female,29,6,185709.28125,2,True,True,77242.1875,False
4922,15748414,Chiang,526,Spain,Female,33,8,114634.6328125,2,True,False,110114.3828125,True
7126,15748432,Arcuri,746,France,Female,32,4,0.0,2,True,True,72909.75,False
2842,15748473,Curnow,801,France,Male,38,5,0.0,2,True,False,66256.2734375,False
4172,15748481,Howey,564,France,Female,27,6,0.0,1,False,False,7819.759765625,False
7456,15748499,Johnson,550,Germany,Male,33,4,118400.90625,1,False,True,13999.6396484375,True
7587,15748532,Dale,828,Spain,Male,42,10,0.0,1,True,True,186071.140625,False
7028,15748552,Sal,464,Germany,Male,37,4,155994.15625,1,False,False,143665.4375,False
3291,15748589,Winter,736,France,Female,30,9,0.0,2,True,False,34180.328125,False
9123,15748595,Stanton,689,France,Female,29,1,77556.7890625,2,True,True,122998.2578125,False
4700,15748597,Chester,844,Spain,Male,56,5,99529.703125,1,False,True,157230.0625,True
5476,15748608,Trentini,612,Germany,Male,42,5,141927.09375,1,True,True,43018.98046875,False
9453,15748616,Napolitani,599,France,Male,27,5,0.0,2,True,False,30546.400390625,False
696,15748625,Napolitano,664,France,Male,57,6,0.0,2,True,True,15304.080078125,False
3662,15748639,Hayslett,497,Germany,Male,35,7,110053.6171875,2,True,True,92887.0625,False
7517,15748649,Shen,644,France,Male,40,8,93183.1875,1,True,False,73882.4921875,False
7768,15748660,Ellis,561,Germany,Female,49,1,102025.3203125,1,True,False,133051.640625,True
3459,15748673,Nepean,770,France,Female,37,9,0.0,2,False,False,22710.720703125,False
7592,15748691,Lung,794,Spain,Female,30,1,154970.546875,1,False,True,156768.453125,False
3666,15748696,Page,733,France,Male,42,9,150507.203125,1,False,True,169964.125,False
1601,15748718,Gordon,517,France,Male,28,2,115062.609375,1,True,False,179056.234375,False
6244,15748752,Ch'in,608,Germany,Male,33,1,102772.671875,2,True,False,70705.578125,False
1397,15748797,Dale,636,Spain,Female,33,0,0.0,1,True,False,92277.46875,True
3892,15748854,Sung,723,Germany,Female,28,5,91938.3125,1,True,False,143481.84375,False
1080,15748856,Liang,664,France,Male,32,10,107209.7265625,1,True,True,112340.203125,False
8065,15748882,Reid,714,Spain,Male,29,9,0.0,2,True,False,129192.546875,False
8606,15748920,Cherkasova,561,France,Female,49,8,0.0,2,True,True,12513.0703125,False
389,15748936,Whitehead,709,Spain,Female,45,2,0.0,2,False,True,162922.65625,False
1779,15748947,Chukwuraenye,657,France,Female,41,5,95858.3671875,1,True,True,68255.8828125,False
7631,15748986,Bischof,705,Germany,Male,42,8,166685.921875,2,True,True,55313.51171875,False
7866,15748995,Ifeajuna,691,Spain,Male,30,9,0.0,2,False,True,10963.0400390625,False
1305,15749004,Tsao,718,France,Female,31,0,118100.59375,2,True,False,103165.1484375,False
2322,15749019,Wong,545,Germany,Male,45,6,93796.421875,2,True,True,162321.265625,False
1267,15749050,Justice,548,France,Female,36,3,0.0,1,True,False,65996.8984375,False
8566,15749068,Nickson,632,France,Female,40,9,139625.34375,1,True,False,93702.9609375,True
9350,15749093,Tretyakova,801,France,Male,43,4,158713.078125,2,False,False,98586.140625,False
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6015625,1,False,True,47777.1484375,True
9364,15749114,Bailey,634,Spain,Male,35,3,0.0,2,True,True,19515.48046875,False
5762,15749119,Santiago,710,France,Female,31,3,0.0,2,True,True,112289.0625,False
6427,15749123,Sokolova,743,Spain,Male,45,7,157332.265625,1,True,False,125424.421875,False
3046,15749130,Dyer,621,Germany,Male,27,1,74298.4296875,1,True,True,52581.9609375,False
470,15749167,Fisk,753,France,Male,35,3,0.0,2,True,True,184843.765625,False
1552,15749177,Maslow,730,Spain,Female,52,7,0.0,2,False,True,122398.84375,False
9276,15749265,Carslaw,427,Germany,Male,42,1,75681.5234375,1,True,True,57098.0,False
5933,15749300,Teng,556,France,Female,47,2,139914.265625,1,True,True,50390.98046875,False
6540,15749328,Johnson,697,France,Female,45,1,0.0,2,True,False,46807.62109375,True
8553,15749345,Simpson,468,France,Female,22,1,76318.640625,1,True,True,194783.125,False
8400,15749365,Earle,543,France,Female,34,8,0.0,2,False,True,145601.796875,False
3278,15749381,Yu,790,France,Female,41,2,126619.2734375,1,True,False,198224.375,False
6132,15749401,Ko,686,France,Male,60,9,0.0,3,True,True,75246.2109375,True
6042,15749472,Lucciano,775,France,Male,45,8,0.0,1,True,False,130376.6796875,False
1232,15749482,Zack,772,Spain,Male,30,4,78653.046875,1,True,False,1790.47998046875,False
4706,15749489,Denisova,533,Germany,Female,22,10,115743.6015625,1,False,False,43852.05078125,False
5232,15749519,Lin,822,France,Male,38,6,128289.703125,3,True,False,9149.9599609375,True
4663,15749528,Achebe,652,Spain,Male,58,6,0.0,2,False,True,170025.4375,False
5703,15749540,Hsiung,585,France,Male,36,7,0.0,2,True,False,94283.09375,False
4427,15749557,Chao,707,France,Female,44,6,0.0,2,True,True,192542.171875,False
8885,15749583,Bellucci,686,Germany,Female,38,2,93569.859375,3,False,False,10137.33984375,True
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9,104760.8203125,1,True,True,165574.546875,True
9264,15749669,Hargreaves,542,France,Female,31,3,0.0,2,True,True,115217.59375,False
5424,15749671,K?,794,France,Male,35,6,0.0,2,True,True,68730.90625,False
9229,15749679,Beck,699,France,Male,39,2,109724.3828125,1,True,True,180022.390625,False
8458,15749688,Lu,541,France,Male,32,8,0.0,2,False,False,40889.140625,False
3675,15749693,Ugonnatubelum,658,France,Female,32,9,0.0,2,True,False,156774.75,False
5041,15749727,Chukwufumnanya,829,Spain,Male,50,7,0.0,2,False,True,178458.859375,False
4787,15749799,Pisani,577,France,Female,34,2,0.0,2,True,True,84033.3515625,False
8342,15749807,Graham,516,Spain,Female,31,3,0.0,2,True,False,124202.2578125,False
532,15749851,Brookes,702,Spain,Female,26,4,135219.5625,1,False,True,59747.62890625,False
3371,15749905,Carr,698,Spain,Female,47,6,0.0,1,True,False,50213.80859375,True
5253,15749947,Black,665,France,Female,44,7,0.0,2,True,True,66548.578125,False
9046,15749951,Sacco,766,Germany,Male,27,5,126285.7265625,1,True,False,177614.171875,True
7617,15749964,Jones,610,France,Female,27,4,87262.3984375,2,True,False,182720.0625,False
5007,15750014,Chikere,755,Germany,Female,37,0,113865.2265625,2,True,True,117396.25,False
9162,15750049,Steele,621,France,Male,40,10,163823.375,1,False,False,89519.46875,False
7429,15750055,Onio,503,Spain,Male,32,9,100262.8828125,2,True,True,157921.25,False
3154,15750056,Hyde,702,France,Female,29,6,149218.390625,1,True,True,9633.009765625,False
5464,15750099,Marshall,731,France,Female,36,6,0.0,1,False,False,152128.359375,False
7483,15750104,Chan,718,Germany,Male,43,5,132615.734375,2,True,False,32999.1015625,False
8314,15750121,Tung,639,France,Male,38,3,0.0,1,True,False,42862.8203125,False
551,15750141,Reichard,721,Germany,Female,36,3,65253.0703125,2,True,False,28737.779296875,False
3899,15750156,Yu,662,Germany,Male,59,2,104568.40625,1,True,False,8059.43994140625,True
33,15750181,Sanderson,553,Germany,Male,41,9,110112.5390625,2,False,False,81898.8125,False
1033,15750243,Genovese,830,Spain,Male,40,4,0.0,2,False,True,81622.5234375,False
1610,15750248,Wright,619,France,Female,35,8,132292.625,1,True,False,65682.9296875,False
1129,15750258,Ann,675,France,Female,32,2,155663.3125,1,True,False,97658.65625,False
1914,15750264,Pinto,757,Germany,Male,30,6,105128.8515625,2,True,True,62972.12890625,False
4264,15750299,Davison,746,Spain,Male,24,10,68781.8203125,1,False,True,47997.390625,False
3252,15750335,Paterson,850,Germany,Male,43,0,108508.8203125,3,True,False,184044.796875,True
6936,15750396,McKissick,670,France,Male,33,1,0.0,2,True,True,86413.109375,False
9416,15750407,Hunt,768,Germany,Female,43,2,129264.046875,2,False,False,19150.140625,False
7807,15750410,Jordan,680,France,Female,25,4,123816.5,1,True,True,90162.3515625,False
7874,15750441,Lavarack,782,France,Male,36,5,81210.71875,2,False,True,108003.3828125,False
3181,15750447,Ozoemena,678,France,Female,60,10,117738.8125,1,True,False,147489.765625,True
4085,15750458,Hawkins,693,France,Female,39,4,0.0,2,False,True,142331.390625,False
1704,15750466,Rhodes,790,Germany,Male,42,1,85839.6171875,1,True,False,198182.734375,False
7324,15750476,Hendrick,742,Spain,Male,24,8,0.0,2,True,False,4070.280029296875,False
1312,15750497,Longo,850,France,Female,37,7,153147.75,1,True,True,152235.296875,False
7568,15750545,Chidiebere,629,France,Male,44,5,0.0,4,False,False,117572.59375,True
7786,15750547,Bair,738,France,Male,26,9,0.0,2,True,True,48644.94140625,False
9773,15750549,Akobundu,660,Germany,Male,30,1,84440.1015625,2,True,True,60485.98046875,False
5033,15750569,Iweobiegbunam,684,Germany,Female,46,3,102955.140625,2,True,False,154137.328125,False
7967,15750574,Lumholtz,677,Spain,Female,34,4,0.0,2,True,True,6175.52978515625,False
6723,15750602,Clendinnen,662,France,Male,29,5,147092.65625,1,True,False,10928.2998046875,False
3359,15750638,Obiajulu,705,Germany,Female,33,5,116765.703125,1,False,False,190659.171875,True
2158,15750649,Uwakwe,744,France,Female,44,3,0.0,2,True,True,189016.140625,False
483,15750658,Obiuto,798,France,Male,37,8,0.0,3,False,False,110783.28125,False
5857,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,True,False,168462.265625,False
2071,15750684,Jibunoh,719,France,Female,42,4,0.0,1,True,False,28465.859375,True
8510,15750728,Kaur,586,Spain,Female,42,2,0.0,1,True,False,102889.34375,False
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.0078125,1,True,False,185360.40625,True
6200,15750755,Yobachi,449,Spain,Female,33,8,0.0,2,False,False,156792.890625,False
1010,15750765,Sanders,650,Spain,Male,71,0,0.0,1,True,True,175380.765625,False
4284,15750769,Padovano,725,France,Male,35,7,75915.75,1,True,False,150507.4375,False
8097,15750772,Walker,671,France,Female,38,6,132129.71875,1,False,True,76068.953125,False
1165,15750776,Genovese,850,France,Female,36,0,164850.546875,1,True,True,62722.44140625,False
3842,15750778,Ponomarev,653,France,Female,60,2,120731.390625,4,True,True,138160.109375,True
259,15750803,Jess,693,France,Female,30,6,127992.25,1,True,True,50457.19921875,False
2227,15750808,Ma,790,Spain,Male,46,2,131365.375,2,True,True,180290.6875,False
5240,15750811,Woodward,766,Germany,Male,44,3,116822.703125,1,False,False,197643.234375,False
8716,15750837,Landseer,579,Germany,Male,41,0,141749.6875,1,False,True,9201.5302734375,False
3045,15750839,Burns,649,Spain,Male,29,2,45022.23046875,1,True,True,173495.765625,False
3619,15750867,Nucci,489,Germany,Female,46,8,92060.0625,1,True,False,147222.953125,True
3401,15750874,Onyemere,676,France,Male,31,3,78990.1484375,1,True,True,124777.140625,False
7242,15750921,Monds,521,France,Male,37,5,105843.2578125,2,True,True,84908.203125,False
1077,15750929,Burgess,702,Spain,Male,39,8,0.0,2,True,False,99654.1328125,False
8152,15750970,Davidson,500,Spain,Male,40,1,99004.2421875,1,True,True,152845.984375,False
5208,15751022,Bowhay,777,Germany,Female,37,10,121532.171875,2,True,True,73464.8828125,False
8252,15751032,Enemuo,629,Germany,Female,37,1,35549.80859375,2,False,False,49676.328125,False
2366,15751057,Douglas,701,Germany,Male,32,5,102500.34375,1,False,False,106287.7734375,False
8526,15751084,Mancini,712,France,Female,29,8,140170.609375,1,True,True,38170.0390625,False
3900,15751120,Loyau,752,France,Female,36,2,119912.4609375,1,True,False,124354.921875,False
5747,15751131,Moss,836,Spain,Female,41,7,150302.84375,1,True,True,156036.1875,False
7369,15751137,Lei,850,Germany,Female,36,3,169025.828125,1,True,False,174235.0625,False
1603,15751158,Mashman,571,France,Female,42,4,108825.34375,3,True,False,55558.51171875,True
7287,15751167,Toscano,680,France,Female,43,4,0.0,2,True,True,58761.328125,False
2805,15751175,Bess,648,France,Female,44,2,0.0,2,True,True,58652.23046875,False
7765,15751177,Milne,685,Germany,Female,44,2,119657.53125,1,True,False,145387.046875,True
6980,15751180,Adams,539,France,Female,40,7,81132.2109375,1,True,False,167289.8125,False
5158,15751185,Aparicio,699,Spain,Female,50,0,158633.609375,1,True,False,193785.875,False
4433,15751193,Nnaemeka,621,Spain,Male,33,4,0.0,2,True,True,40299.23046875,False
4923,15751203,Cattaneo,702,France,Male,26,5,56738.46875,2,True,True,100442.21875,True
64,15751208,Pirozzi,684,Spain,Male,56,8,78707.15625,1,True,True,99398.359375,False
7932,15751227,Ebelegbulam,807,France,Male,47,1,95120.59375,1,False,False,127875.1015625,False
6621,15751297,Wilson,732,France,Male,36,5,0.0,2,True,False,161428.25,False
3355,15751333,Atkinson,695,France,Female,36,2,0.0,2,False,True,167749.546875,False
2402,15751336,Yao,630,Spain,Male,30,3,0.0,2,False,True,10486.6904296875,False
4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,True,False,136649.796875,True
6188,15751412,Harvey,704,France,Male,36,3,114370.40625,1,False,True,66810.4765625,False
9263,15751445,Chikwado,734,Germany,Female,52,6,71283.09375,2,False,True,38984.37109375,False
6776,15751455,Boyle,469,France,Female,48,5,0.0,1,True,False,160529.703125,True
4670,15751491,Hsiao,443,Germany,Male,50,3,117206.296875,1,True,False,42840.1796875,True
8111,15751524,Chigozie,677,Germany,Female,36,10,68806.84375,1,True,False,33075.23828125,False
1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,True,True,161954.4375,False
6916,15751549,H?,658,Germany,Male,31,2,77082.6484375,2,False,False,13482.2802734375,False
2521,15751561,Meng,498,Germany,Male,61,7,102453.2578125,1,True,False,187247.5625,True
3492,15751593,Fraser,570,Germany,Male,35,6,85668.59375,1,True,False,105525.359375,False
8782,15751628,Onyemachukwu,438,France,Male,60,7,78391.171875,1,False,True,49424.6015625,False
655,15751710,Ginikanwa,729,Spain,Male,31,8,164870.8125,2,True,True,9567.3896484375,False
4513,15751748,Trevisani,666,France,Male,51,2,148222.65625,1,False,False,156953.546875,True
8417,15751771,Lowe,528,Germany,Male,32,2,99092.453125,1,False,True,111149.9765625,False
3827,15751774,Monnier,774,France,Male,76,4,112510.890625,1,True,True,143133.1875,False
2203,15751788,Johnson,850,Spain,Male,28,9,97408.03125,1,True,True,175853.640625,False
8363,15751912,Lilly,567,France,Male,36,7,0.0,2,False,True,3896.080078125,False
9660,15751926,Trentino,821,Germany,Male,42,3,87807.2890625,2,True,True,64613.80859375,False
4201,15751943,Mai,529,Spain,Female,43,5,0.0,2,False,False,79476.6328125,False
2537,15752026,Hammer,691,France,Male,58,3,0.0,1,False,True,194930.296875,True
211,15752047,Trevisano,689,Germany,Male,33,2,161814.640625,2,True,False,169381.90625,False
517,15752081,Vassiliev,468,France,Female,56,10,0.0,3,False,True,62256.87109375,True
8853,15752097,Chiazagomekpere,708,Spain,Male,38,8,99640.890625,1,True,False,12429.2197265625,False
776,15752137,McElroy,648,France,Male,33,7,134944.0,1,True,True,117036.3828125,False
7075,15752139,Salter,682,Germany,Male,36,5,72373.6171875,2,True,False,36895.98828125,False
9284,15752186,Padovano,562,France,Female,27,3,0.0,2,True,False,28137.029296875,False
8114,15752193,Burton,421,Spain,Male,34,6,90723.359375,1,True,True,12162.759765625,False
9566,15752294,Long,582,France,Female,38,9,135979.015625,4,True,True,76582.953125,True
2532,15752300,Sagese,607,Germany,Male,47,4,148826.3125,1,True,True,79450.609375,False
8945,15752312,Howells,551,Spain,Male,49,1,150777.71875,2,True,True,135757.265625,False
1658,15752342,Bradley,704,Germany,Female,54,6,133656.90625,3,True,False,145071.328125,True
7411,15752344,She,714,Spain,Male,34,5,0.0,2,True,False,193040.3125,False
2863,15752375,Ojiofor,645,Germany,Male,33,8,149564.609375,1,False,False,149913.84375,False
8825,15752388,Doyle,643,Spain,Female,35,6,0.0,2,True,True,41549.640625,False
5621,15752409,Grant,553,France,Male,31,6,0.0,2,False,False,124596.6328125,False
1152,15752463,Samuel,826,Spain,Female,29,4,129938.0703125,1,False,True,190200.53125,False
9669,15752467,Johnson,720,Spain,Male,34,3,0.0,2,True,True,77047.78125,False
2219,15752488,Emery,733,Spain,Female,31,9,102289.8515625,1,True,True,115441.65625,False
8143,15752502,Cooke,615,France,Male,41,4,130385.8203125,1,False,True,130661.953125,False
8394,15752507,K?,769,Germany,Male,60,9,148846.390625,1,True,False,192831.671875,True
1734,15752508,Docherty,614,Germany,Male,32,7,99462.796875,2,True,True,51117.05859375,False
9303,15752534,Mironov,744,France,Male,36,10,0.0,2,True,True,182867.84375,False
7552,15752578,Yefimova,626,France,Female,37,2,133968.953125,2,True,False,148689.65625,False
8024,15752588,Vasilyeva,664,France,Male,36,1,0.0,2,True,True,95372.640625,False
7619,15752601,McCulloch,578,France,Female,40,7,0.0,2,False,False,102233.7265625,False
8558,15752622,Kerr,729,France,Female,32,7,38550.05859375,1,False,True,179230.234375,False
9788,15752626,Genovese,553,France,Male,32,7,64082.08984375,1,False,True,109159.578125,False
9855,15752650,Saad,681,Spain,Female,37,6,121231.390625,1,True,True,146366.078125,False
5694,15752694,Taylor,653,France,Female,32,4,83772.953125,1,False,True,23920.650390625,False
1163,15752731,Millar,615,France,Female,30,9,0.0,1,True,False,87347.8203125,False
6992,15752801,Bradshaw,518,Germany,Male,29,9,125961.7421875,2,True,False,160303.078125,True
8311,15752809,De Mestre,702,Spain,Male,43,6,116121.671875,1,True,False,61602.421875,False
1817,15752816,Murray,531,France,Male,29,3,114590.578125,1,False,False,75585.4765625,False
2539,15752838,Lucas,723,Spain,Male,38,6,0.0,2,True,True,94415.6015625,False
6495,15752846,Pinto,699,France,Male,28,7,0.0,2,True,True,22684.779296875,False
6053,15752857,Palerma,452,Germany,Male,52,1,98443.140625,2,False,False,92033.9765625,False
4788,15752885,Nnonso,529,France,Male,42,1,157498.90625,1,True,True,82276.6171875,False
6089,15752912,Perkin,661,France,Female,30,7,0.0,2,True,False,72196.5703125,False
